"region";"husholdningstype";"tid";"statistikkvariabel";"verdi"
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";322000
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";50
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";332000
"0544 Øystre Slidre";"0000 Alle husholdninger";"2005";"Husholdninger";1315
"0544 Øystre Slidre";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";320000
"0544 Øystre Slidre";"0000 Alle husholdninger";"2006";"Husholdninger";1342
"0544 Øystre Slidre";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";318000
"0544 Øystre Slidre";"0000 Alle husholdninger";"2007";"Husholdninger";1355
"0544 Øystre Slidre";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";348000
"0544 Øystre Slidre";"0000 Alle husholdninger";"2008";"Husholdninger";1368
"0544 Øystre Slidre";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";369000
"0544 Øystre Slidre";"0000 Alle husholdninger";"2009";"Husholdninger";1382
"0544 Øystre Slidre";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";373000
"0544 Øystre Slidre";"0000 Alle husholdninger";"2010";"Husholdninger";1395
"0544 Øystre Slidre";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";378000
"0544 Øystre Slidre";"0000 Alle husholdninger";"2011";"Husholdninger";1402
"0544 Øystre Slidre";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";411000
"0544 Øystre Slidre";"0000 Alle husholdninger";"2012";"Husholdninger";1413
"0544 Øystre Slidre";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";419000
"0544 Øystre Slidre";"0001 Aleneboende";"2005";"Husholdninger";496
"0544 Øystre Slidre";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";170000
"0544 Øystre Slidre";"0001 Aleneboende";"2006";"Husholdninger";503
"0544 Øystre Slidre";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";177000
"0544 Øystre Slidre";"0001 Aleneboende";"2007";"Husholdninger";505
"0544 Øystre Slidre";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";196000
"0544 Øystre Slidre";"0001 Aleneboende";"2008";"Husholdninger";522
"0544 Øystre Slidre";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";208000
"0544 Øystre Slidre";"0001 Aleneboende";"2009";"Husholdninger";537
"0544 Øystre Slidre";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";208000
"0544 Øystre Slidre";"0001 Aleneboende";"2010";"Husholdninger";542
"0544 Øystre Slidre";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";212000
"0544 Øystre Slidre";"0001 Aleneboende";"2011";"Husholdninger";556
"0544 Øystre Slidre";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";223000
"0544 Øystre Slidre";"0001 Aleneboende";"2012";"Husholdninger";561
"0544 Øystre Slidre";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";234000
"0544 Øystre Slidre";"0002 Par uten barn";"2005";"Husholdninger";295
"0544 Øystre Slidre";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";343000
"0544 Øystre Slidre";"0002 Par uten barn";"2006";"Husholdninger";293
"0544 Øystre Slidre";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";363000
"0544 Øystre Slidre";"0002 Par uten barn";"2007";"Husholdninger";304
"0544 Øystre Slidre";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";402000
"0544 Øystre Slidre";"0002 Par uten barn";"2008";"Husholdninger";303
"0544 Øystre Slidre";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";436000
"0544 Øystre Slidre";"0002 Par uten barn";"2009";"Husholdninger";301
"0544 Øystre Slidre";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";437000
"0544 Øystre Slidre";"0002 Par uten barn";"2010";"Husholdninger";317
"0544 Øystre Slidre";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";451000
"0544 Øystre Slidre";"0002 Par uten barn";"2011";"Husholdninger";323
"0544 Øystre Slidre";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";483000
"0544 Øystre Slidre";"0002 Par uten barn";"2012";"Husholdninger";336
"0544 Øystre Slidre";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";502000
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2005";"Husholdninger";291
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";476000
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2006";"Husholdninger";287
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";497000
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2007";"Husholdninger";283
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";533000
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2008";"Husholdninger";283
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";562000
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2009";"Husholdninger";277
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";583000
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2010";"Husholdninger";277
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";607000
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2011";"Husholdninger";283
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";637000
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2012";"Husholdninger";276
"0544 Øystre Slidre";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";655000
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";69
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";311000
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";82
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";311000
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";77
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";333000
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";71
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";365000
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";70
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";330000
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";70
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";336000
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";67
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";360000
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";71
"0544 Øystre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";376000
"0545 Vang";"0000 Alle husholdninger";"2005";"Husholdninger";633
"0545 Vang";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";289000
"0545 Vang";"0000 Alle husholdninger";"2006";"Husholdninger";639
"0545 Vang";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";293000
"0545 Vang";"0000 Alle husholdninger";"2007";"Husholdninger";640
"0545 Vang";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";334000
"0545 Vang";"0000 Alle husholdninger";"2008";"Husholdninger";623
"0545 Vang";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";369000
"0545 Vang";"0000 Alle husholdninger";"2009";"Husholdninger";628
"0545 Vang";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";370000
"0545 Vang";"0000 Alle husholdninger";"2010";"Husholdninger";641
"0545 Vang";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";382000
"0545 Vang";"0000 Alle husholdninger";"2011";"Husholdninger";658
"0545 Vang";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";403000
"0545 Vang";"0000 Alle husholdninger";"2012";"Husholdninger";685
"0545 Vang";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";401000
"0545 Vang";"0001 Aleneboende";"2005";"Husholdninger";248
"0545 Vang";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";151000
"0545 Vang";"0001 Aleneboende";"2006";"Husholdninger";243
"0545 Vang";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";157000
"0545 Vang";"0001 Aleneboende";"2007";"Husholdninger";236
"0545 Vang";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";170000
"0545 Vang";"0001 Aleneboende";"2008";"Husholdninger";227
"0545 Vang";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";185000
"0545 Vang";"0001 Aleneboende";"2009";"Husholdninger";227
"0545 Vang";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";187000
"0545 Vang";"0001 Aleneboende";"2010";"Husholdninger";233
"0545 Vang";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";190000
"0545 Vang";"0001 Aleneboende";"2011";"Husholdninger";238
"0545 Vang";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";198000
"0545 Vang";"0001 Aleneboende";"2012";"Husholdninger";271
"0545 Vang";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";211000
"0545 Vang";"0002 Par uten barn";"2005";"Husholdninger";137
"0545 Vang";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";318000
"0545 Vang";"0002 Par uten barn";"2006";"Husholdninger";152
"0545 Vang";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";329000
"0545 Vang";"0002 Par uten barn";"2007";"Husholdninger";162
"0545 Vang";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";378000
"0545 Vang";"0002 Par uten barn";"2008";"Husholdninger";153
"0545 Vang";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";427000
"0545 Vang";"0002 Par uten barn";"2009";"Husholdninger";152
"0545 Vang";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";434000
"0545 Vang";"0002 Par uten barn";"2010";"Husholdninger";151
"0545 Vang";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";452000
"0545 Vang";"0002 Par uten barn";"2011";"Husholdninger";164
"0545 Vang";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";479000
"0545 Vang";"0002 Par uten barn";"2012";"Husholdninger";165
"0545 Vang";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";497000
"0545 Vang";"0003 Par med barn 0-17 år";"2005";"Husholdninger";139
"0545 Vang";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";483000
"0545 Vang";"0003 Par med barn 0-17 år";"2006";"Husholdninger";136
"0545 Vang";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";501000
"0545 Vang";"0003 Par med barn 0-17 år";"2007";"Husholdninger";138
"0545 Vang";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";557000
"0545 Vang";"0003 Par med barn 0-17 år";"2008";"Husholdninger";143
"0545 Vang";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";596000
"0545 Vang";"0003 Par med barn 0-17 år";"2009";"Husholdninger";139
"0545 Vang";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";589000
"0545 Vang";"0003 Par med barn 0-17 år";"2010";"Husholdninger";137
"0545 Vang";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";597000
"0545 Vang";"0003 Par med barn 0-17 år";"2011";"Husholdninger";135
"0545 Vang";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";636000
"0545 Vang";"0003 Par med barn 0-17 år";"2012";"Husholdninger";125
"0545 Vang";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";650000
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";19
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";257000
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";20
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";251000
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";21
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";300000
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";16
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";347000
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";23
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";330000
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";24
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";356000
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";23
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";342000
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";24
"0545 Vang";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";353000
"0602 Drammen";"0000 Alle husholdninger";"2005";"Husholdninger";26334
"0602 Drammen";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";306000
"0602 Drammen";"0000 Alle husholdninger";"2006";"Husholdninger";27156
"0602 Drammen";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";316000
"0602 Drammen";"0000 Alle husholdninger";"2007";"Husholdninger";28026
"0602 Drammen";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";341000
"0602 Drammen";"0000 Alle husholdninger";"2008";"Husholdninger";28612
"0602 Drammen";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";366000
"0602 Drammen";"0000 Alle husholdninger";"2009";"Husholdninger";29214
"0602 Drammen";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";369000
"0602 Drammen";"0000 Alle husholdninger";"2010";"Husholdninger";29474
"0602 Drammen";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";384000
"0602 Drammen";"0000 Alle husholdninger";"2011";"Husholdninger";29921
"0602 Drammen";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";402000
"0602 Drammen";"0000 Alle husholdninger";"2012";"Husholdninger";30420
"0602 Drammen";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";417000
"0602 Drammen";"0001 Aleneboende";"2005";"Husholdninger";10837
"0602 Drammen";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";183000
"0602 Drammen";"0001 Aleneboende";"2006";"Husholdninger";11363
"0602 Drammen";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";191000
"0602 Drammen";"0001 Aleneboende";"2007";"Husholdninger";11907
"0602 Drammen";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";208000
"0602 Drammen";"0001 Aleneboende";"2008";"Husholdninger";12218
"0602 Drammen";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";227000
"0602 Drammen";"0001 Aleneboende";"2009";"Husholdninger";12522
"0602 Drammen";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";230000
"0602 Drammen";"0001 Aleneboende";"2010";"Husholdninger";12422
"0602 Drammen";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";236000
"0602 Drammen";"0001 Aleneboende";"2011";"Husholdninger";12634
"0602 Drammen";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";246000
"0602 Drammen";"0001 Aleneboende";"2012";"Husholdninger";12926
"0602 Drammen";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";256000
"0602 Drammen";"0002 Par uten barn";"2005";"Husholdninger";6228
"0602 Drammen";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";399000
"0602 Drammen";"0002 Par uten barn";"2006";"Husholdninger";6417
"0602 Drammen";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";417000
"0602 Drammen";"0002 Par uten barn";"2007";"Husholdninger";6529
"0602 Drammen";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";450000
"0602 Drammen";"0002 Par uten barn";"2008";"Husholdninger";6630
"0602 Drammen";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";483000
"0602 Drammen";"0002 Par uten barn";"2009";"Husholdninger";6713
"0602 Drammen";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";486000
"0602 Drammen";"0002 Par uten barn";"2010";"Husholdninger";6832
"0602 Drammen";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";503000
"0602 Drammen";"0002 Par uten barn";"2011";"Husholdninger";6885
"0602 Drammen";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";530000
"0602 Drammen";"0002 Par uten barn";"2012";"Husholdninger";7008
"0602 Drammen";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";554000
"0602 Drammen";"0003 Par med barn 0-17 år";"2005";"Husholdninger";5389
"0602 Drammen";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";511000
"0602 Drammen";"0003 Par med barn 0-17 år";"2006";"Husholdninger";5443
"0602 Drammen";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";534000
"0602 Drammen";"0003 Par med barn 0-17 år";"2007";"Husholdninger";5555
"0602 Drammen";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";578000
"0602 Drammen";"0003 Par med barn 0-17 år";"2008";"Husholdninger";5720
"0602 Drammen";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";617000
"0602 Drammen";"0003 Par med barn 0-17 år";"2009";"Husholdninger";5835
"0602 Drammen";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";627000
"0602 Drammen";"0003 Par med barn 0-17 år";"2010";"Husholdninger";5849
"0602 Drammen";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";643000
"0602 Drammen";"0003 Par med barn 0-17 år";"2011";"Husholdninger";5985
"0602 Drammen";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";664000
"0602 Drammen";"0003 Par med barn 0-17 år";"2012";"Husholdninger";5959
"0602 Drammen";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";688000
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";1481
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";278000
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";1480
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";289000
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";1540
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";305000
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";1551
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";326000
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";1580
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";327000
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";1609
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";333000
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";1620
"0602 Drammen";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";345000
